Module	Section	Sample Name	Source
FastQC	all_sections	cat_itp_MTR33053_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/cat_itp_MTR33053_R1__fastqc.zip
FastQC	all_sections	cat_tei_MRT5816_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/cat_tei_MRT5816_R1__fastqc.zip
FastQC	all_sections	pic_tra_MTR13503_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/pic_tra_MTR13503_R1__fastqc.zip
FastQC	all_sections	cat_mig_MTR19889_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/cat_mig_MTR19889_R1__fastqc.zip
FastQC	all_sections	cat_val_PEU158_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/cat_val_PEU158_R1__fastqc.zip
FastQC	all_sections	pic_riri_MTR38639_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/pic_riri_MTR38639_R1__fastqc.zip
FastQC	all_sections	per_itam_MTR23818_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/per_itam_MTR23818_R1__fastqc.zip
FastQC	all_sections	ihe_pied_LG2250_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/ihe_pied_LG2250_R1__fastqc.zip
FastQC	all_sections	ihe_prai_UFRGST2987_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/ihe_prai_UFRGST2987_R1__fastqc.zip
FastQC	all_sections	ihe_igua_3574_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/ihe_igua_3574_R1__fastqc.zip
FastQC	all_sections	cat_cam_PEU322_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/cat_cam_PEU322_R1__fastqc.zip
FastQC	all_sections	ihe_mira_CTMZ03575_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/ihe_mira_CTMZ03575_R1__fastqc.zip
FastQC	all_sections	per_iper_MTR15554_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/per_iper_MTR15554_R1__fastqc.zip
FastQC	all_sections	ihe_prai_UFRGST2988_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/ihe_prai_UFRGST2988_R1__fastqc.zip
FastQC	all_sections	cat_itp_MTR33140_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/cat_itp_MTR33140_R1__fastqc.zip
FastQC	all_sections	ihe_sber_ITH0155_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/ihe_sber_ITH0155_R1__fastqc.zip
FastQC	all_sections	per_pira_LG1135_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/per_pira_LG1135_R1__fastqc.zip
FastQC	all_sections	per_wbra_IIH196_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/per_wbra_IIH196_R1__fastqc.zip
FastQC	all_sections	ihe_sale_D2_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/ihe_sale_D2_R1__fastqc.zip
FastQC	all_sections	cat_jeq_MTR17108_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/cat_jeq_MTR17108_R1__fastqc.zip
FastQC	all_sections	pic_soo_MTR21546_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/pic_soo_MTR21546_R1__fastqc.zip
FastQC	all_sections	cat_nilo_PEU271_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/cat_nilo_PEU271_R1__fastqc.zip
FastQC	all_sections	cat_jibo_MTR18419_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/cat_jibo_MTR18419_R1__fastqc.zip
FastQC	all_sections	per_iper_MTR15555_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/per_iper_MTR15555_R1__fastqc.zip
FastQC	all_sections	cat_rem_MTR19915_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/cat_rem_MTR19915_R1__fastqc.zip
FastQC	all_sections	per_buri_H0309_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/per_buri_H0309_R1__fastqc.zip
FastQC	all_sections	cat_tei_MRT5815_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/cat_tei_MRT5815_R1__fastqc.zip
FastQC	all_sections	cat_cond_MTR35005_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/cat_cond_MTR35005_R1__fastqc.zip
FastQC	all_sections	cat_itp_MTR33122_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/cat_itp_MTR33122_R1__fastqc.zip
FastQC	all_sections	per_alto_MTR10846_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/per_alto_MTR10846_R1__fastqc.zip
FastQC	all_sections	pic_lin_MTR12349_R1	/Users/connorfrench/Dropbox/Old_Mac/School_Stuff/CUNY/enyalius-phylogeography/enyalius/assembly/fastq/pic_lin_MTR12349_R1__fastqc.zip
